latitude,longitude,u10,v10,d2m,t2m,msl,date,event_id,yr,mo,dy,st,mag,inj,fat,slat,slon,elat,elon,len,wid,dist2
30.0,-94.0,-5.048584,1.0009613,270.70444,277.32446,102802.94,1970-01-10,0,1970,1,10,TX,2,0,0,30.17,-94.4,0.0,0.0,1.0,33,0.18890000000000515
30.0,-96.0,0.6641388,6.609329,285.90155,287.19873,100147.625,1970-02-01,1,1970,2,1,TX,0,0,0,29.6,-95.77,0.0,0.0,1.0,20,0.2129000000000007
30.0,-95.0,-3.4706268,5.9677277,285.71014,286.84912,100280.625,1970-02-01,2,1970,2,1,TX,1,0,0,29.73,-95.25,0.0,0.0,1.0,33,0.13539999999999977
30.0,-94.0,-4.6073456,6.703079,285.54022,287.02295,100542.375,1970-02-01,3,1970,2,1,TX,2,2,0,29.8,-94.3,0.0,0.0,0.1,40,0.129999999999998
33.0,-96.0,4.165695,2.254715,288.19995,288.58594,100998.875,1970-03-03,4,1970,3,3,TX,1,0,0,32.98,-95.95,0.0,0.0,0.8,23,0.002899999999999841
33.0,-94.0,-0.31282043,4.1951447,287.9402,288.79492,101171.125,1970-03-03,5,1970,3,3,TX,1,0,0,32.97,-94.2,0.0,0.0,0.3,100,0.040900000000001206
33.0,-95.0,-1.2932892,3.9090118,287.7527,288.4961,101094.875,1970-03-03,6,1970,3,3,TX,2,0,0,33.2,-94.97,0.0,0.0,1.0,27,0.040900000000001206
33.0,-94.0,-0.31282043,4.1951447,287.9402,288.79492,101171.125,1970-03-03,7,1970,3,3,TX,2,0,0,32.85,-94.22,0.0,0.0,0.2,50,0.07089999999999907
32.0,-95.0,-2.1272736,3.8386993,288.8484,289.63477,101111.875,1970-03-03,8,1970,3,3,TX,3,0,0,32.3,-94.98,0.0,0.0,0.5,67,0.09039999999999813
34.0,-103.0,-6.9368134,1.0714569,283.84473,285.02563,101623.81,1970-04-17,9,1970,4,17,TX,4,24,0,33.6,-102.63,33.82,-102.2,30.0,880,0.2969000000000022
34.0,-103.0,-6.9368134,1.0714569,283.84473,285.02563,101623.81,1970-04-17,10,1970,4,17,TX,4,13,1,34.38,-102.62,35.6,-100.88,130.0,880,0.2887999999999985
34.0,-102.0,-8.910446,-0.49201965,286.37988,287.219,101636.31,1970-04-17,11,1970,4,17,TX,4,51,5,34.0,-101.98,34.85,-100.68,96.6,880,0.00039999999999984086
31.0,-96.0,-1.7480316,6.1430817,292.71094,295.56763,100930.5,1970-04-18,12,1970,4,18,TX,0,0,0,31.05,-96.48,0.0,0.0,0.8,27,0.23290000000000388
33.0,-97.0,-0.9648285,6.763199,293.19727,294.84888,100674.5,1970-04-18,13,1970,4,18,TX,1,2,0,33.03,-96.68,0.0,0.0,1.0,20,0.1032999999999957
33.0,-97.0,-0.9648285,6.763199,293.19727,294.84888,100674.5,1970-04-18,14,1970,4,18,TX,2,0,0,32.8,-97.47,0.0,0.0,2.0,50,0.2609000000000001
30.0,-99.0,-1.6523285,7.479019,292.21484,293.302,100647.0,1970-04-18,15,1970,4,18,TX,2,0,0,29.67,-98.67,0.0,0.0,0.5,67,0.21779999999999775
33.0,-96.0,-0.8261566,6.062027,293.26562,295.09888,100866.75,1970-04-18,16,1970,4,18,TX,2,0,0,32.97,-96.32,0.0,0.0,0.1,10,0.1032999999999957
35.0,-102.0,2.7168121,2.9721832,276.57422,283.9641,100381.5,1970-04-18,17,1970,4,18,TX,4,42,16,34.65,-101.53,35.23,-100.65,65.0,880,0.3433999999999999
33.0,-95.0,0.7893219,1.7225037,289.8286,291.40723,100103.44,1970-04-19,18,1970,4,19,TX,2,0,0,32.5,-94.68,0.0,0.0,1.2,33,0.3523999999999956
34.0,-96.0,0.7432709,3.2146301,291.17627,293.1294,101184.375,1970-04-25,19,1970,4,25,TX,1,0,0,33.6,-96.17,33.65,-96.08,6.1,20,0.18889999999999946
33.0,-94.0,1.3614349,3.0974426,293.0415,294.2954,101342.375,1970-04-25,20,1970,4,25,TX,1,0,0,33.3,-94.2,0.0,0.0,0.1,10,0.12999999999999942
33.0,-97.0,0.93370056,4.87381,290.82666,292.5044,101318.375,1970-04-25,21,1970,4,25,TX,1,0,0,32.8,-97.3,0.0,0.0,0.5,27,0.12999999999999942
33.0,-97.0,0.93370056,4.87381,290.82666,292.5044,101318.375,1970-04-25,22,1970,4,25,TX,2,12,0,32.8,-96.93,0.0,0.0,1.0,10,0.04490000000000018
33.0,-95.0,0.85850525,2.9138489,292.53955,293.7583,101314.375,1970-04-25,23,1970,4,25,TX,2,0,0,33.08,-94.6,32.97,-94.38,14.9,100,0.1664000000000043
33.0,-99.0,-1.5028229,4.96463,288.71533,290.77588,100971.625,1970-04-25,24,1970,4,25,TX,2,0,0,33.05,-98.58,0.0,0.0,0.5,33,0.17890000000000117
33.0,-96.0,0.72862244,4.0066223,291.70752,293.3755,101279.375,1970-04-25,25,1970,4,25,TX,2,0,1,32.67,-96.33,0.0,0.0,0.1,10,0.21779999999999775
32.0,-99.0,1.8116455,4.735718,291.97467,293.00952,100898.25,1970-04-26,26,1970,4,26,TX,0,0,0,31.88,-98.7,0.0,0.0,0.5,13,0.10439999999999852
32.0,-99.0,1.8116455,4.735718,291.97467,293.00952,100898.25,1970-04-26,27,1970,4,26,TX,1,1,0,31.83,-99.0,0.0,0.0,1.0,20,0.02890000000000058
32.0,-99.0,1.8116455,4.735718,291.97467,293.00952,100898.25,1970-04-26,28,1970,4,26,TX,1,0,0,31.92,-98.73,0.0,0.0,1.0,23,0.07929999999999758
32.0,-100.0,0.22668457,3.3255615,290.91608,292.07593,100882.5,1970-04-26,29,1970,4,26,TX,2,0,0,32.2,-99.8,0.0,0.0,0.1,200,0.08000000000000228
32.0,-99.0,1.8116455,4.735718,291.97467,293.00952,100898.25,1970-04-26,30,1970,4,26,TX,2,0,0,32.0,-99.4,32.12,-99.2,14.2,440,0.16000000000000456
32.0,-99.0,1.8116455,4.735718,291.97467,293.00952,100898.25,1970-04-26,31,1970,4,26,TX,2,2,0,31.92,-98.75,0.0,0.0,1.0,267,0.06889999999999973
34.0,-101.0,5.547104,5.783737,287.32593,295.28003,100789.875,1970-05-11,32,1970,5,11,TX,1,0,0,33.8,-101.23,0.0,0.0,1.0,27,0.09290000000000297
34.0,-102.0,4.627182,3.4634247,283.87085,293.42847,100879.375,1970-05-11,33,1970,5,11,TX,5,500,26,33.55,-101.9,33.6,-101.77,8.4,1333,0.21250000000000144
33.0,-102.0,1.2937012,6.008499,290.33032,295.1416,101243.94,1970-05-12,34,1970,5,12,TX,2,0,0,33.25,-101.68,33.3,-101.58,6.8,17,0.16489999999999563
34.0,-102.0,4.869217,5.1592407,286.41806,292.44092,101183.56,1970-05-14,35,1970,5,14,TX,0,0,0,33.6,-102.1,0.0,0.0,0.5,23,0.16999999999999774
34.0,-102.0,4.869217,5.1592407,286.41806,292.44092,101183.56,1970-05-14,36,1970,5,14,TX,0,0,0,34.2,-101.9,34.2,-101.83,4.3,17,0.05
34.0,-102.0,4.869217,5.1592407,286.41806,292.44092,101183.56,1970-05-14,37,1970,5,14,TX,1,0,0,34.2,-101.9,34.23,-101.83,4.9,33,0.05
34.0,-102.0,4.869217,5.1592407,286.41806,292.44092,101183.56,1970-05-14,38,1970,5,14,TX,1,0,0,34.2,-101.9,34.23,-101.83,4.9,27,0.05
29.0,-99.0,-2.651291,2.5654907,293.1954,295.82568,101376.81,1970-05-14,39,1970,5,14,TX,1,1,0,29.42,-98.53,29.47,-98.43,7.1,23,0.3973000000000004
29.0,-99.0,-2.651291,2.5654907,293.1954,295.82568,101376.81,1970-05-14,40,1970,5,14,TX,1,0,0,29.33,-99.13,29.37,-99.07,5.1,13,0.1257999999999977
30.0,-99.0,-1.1073456,4.6260376,290.21103,293.4878,101469.06,1970-05-14,41,1970,5,14,TX,2,0,0,29.5,-99.4,0.0,0.0,0.5,440,0.4100000000000046
26.0,-97.0,-3.947342,7.847809,295.70264,298.0205,101450.5,1970-05-15,42,1970,5,15,TX,0,0,0,26.1,-97.2,0.0,0.0,0.3,17,0.050000000000001425
30.0,-95.0,-2.5020294,0.514801,293.61865,295.93652,101795.5,1970-05-15,43,1970,5,15,TX,1,0,0,29.87,-95.25,29.55,-95.57,28.9,17,0.07939999999999975
30.0,-97.0,-4.0625763,-1.5750427,291.6421,294.0127,101725.0,1970-05-15,44,1970,5,15,TX,1,0,0,29.9,-96.67,0.0,0.0,0.4,50,0.11889999999999916
30.0,-99.0,-2.7832794,-5.0603943,288.68896,290.14355,101823.5,1970-05-15,45,1970,5,15,TX,2,0,0,30.25,-98.6,0.0,0.0,0.5,27,0.22250000000000456
28.0,-98.0,-2.5995789,-0.2593689,294.24585,296.65967,101767.375,1970-05-22,46,1970,5,22,TX,0,0,0,27.7,-97.67,0.0,0.0,0.1,10,0.1988999999999993
27.0,-99.0,-3.3386993,1.9597015,293.56494,298.3181,101490.375,1970-05-23,47,1970,5,23,TX,2,20,0,26.9,-99.27,26.9,-99.2,4.5,50,0.08289999999999814
27.0,-99.0,-3.3386993,1.9597015,293.56494,298.3181,101490.375,1970-05-23,48,1970,5,23,TX,2,20,0,26.9,-99.28,26.9,-99.22,4.5,50,0.08840000000000092
27.0,-98.0,-2.5595703,3.7482758,294.20508,298.28394,101273.625,1970-05-24,49,1970,5,24,TX,2,1,0,26.5,-97.77,26.13,-97.8,25.5,100,0.30290000000000183
34.0,-102.0,-0.15428162,-1.8907776,287.22852,291.4441,101805.625,1970-05-25,50,1970,5,25,TX,0,0,0,33.55,-101.92,0.0,0.0,1.0,23,0.2089000000000023
27.0,-98.0,-2.24057,2.3726501,297.18652,300.58887,101276.06,1970-05-30,51,1970,5,30,TX,1,0,0,27.3,-97.8,27.42,-97.63,13.1,60,0.13000000000000156
35.0,-102.0,1.0180664,0.92303467,285.50732,293.40088,101022.625,1970-05-31,52,1970,5,31,TX,0,0,0,35.28,-101.58,35.33,-101.52,5.1,33,0.2548000000000021
35.0,-102.0,1.0180664,0.92303467,285.50732,293.40088,101022.625,1970-05-31,53,1970,5,31,TX,1,0,0,35.0,-101.83,34.75,-101.83,17.2,67,0.02890000000000058
33.0,-102.0,-1.0991211,0.3390503,287.45068,293.1704,100972.125,1970-05-31,54,1970,5,31,TX,2,0,0,32.5,-102.12,32.67,-101.87,18.6,67,0.2644000000000011
26.0,-98.0,-3.506134,3.765686,295.96387,299.80957,101076.81,1970-06-01,55,1970,6,1,TX,1,0,0,26.12,-97.63,0.0,0.0,0.5,17,0.1513000000000036
34.0,-102.0,2.6959229,3.6325226,284.15186,291.46875,101602.5,1970-06-08,56,1970,6,8,TX,0,1,0,33.58,-102.33,0.0,0.0,0.1,10,0.28530000000000033
34.0,-102.0,2.5355225,4.4092712,285.19214,297.9016,101280.75,1970-06-17,57,1970,6,17,TX,1,0,0,34.2,-101.67,0.0,0.0,1.0,33,0.1489
32.0,-99.0,0.81773376,-1.3185883,288.36743,298.24658,101598.0,1970-06-21,58,1970,6,21,TX,0,0,0,32.37,-99.0,0.0,0.0,0.8,27,0.1368999999999981
32.0,-99.0,0.81773376,-1.3185883,288.36743,298.24658,101598.0,1970-06-21,59,1970,6,21,TX,1,0,0,32.37,-99.0,0.0,0.0,1.0,33,0.1368999999999981
34.0,-97.0,-0.25045776,2.7743225,295.15283,297.9973,101938.31,1970-06-23,60,1970,6,23,TX,2,0,0,33.75,-96.5,0.0,0.0,0.1,67,0.3125
28.0,-98.0,-1.7160492,0.7544708,297.12427,297.91772,101627.625,1970-06-24,61,1970,6,24,TX,3,15,1,27.57,-97.78,0.0,0.0,1.5,200,0.23329999999999926
28.0,-97.0,1.2581482,-0.16207886,296.88086,298.1272,101435.56,1970-06-25,62,1970,6,25,TX,0,0,0,27.77,-97.4,0.0,0.0,1.0,23,0.21290000000000475
29.0,-101.0,-1.4467926,2.3890686,294.2173,299.9536,101382.69,1970-06-26,63,1970,6,26,TX,3,0,0,29.22,-100.53,29.23,-100.48,3.8,880,0.26929999999999843
30.0,-94.0,3.0418396,-0.79862976,296.65747,302.25488,101652.5,1970-07-04,64,1970,7,4,TX,1,0,0,30.1,-93.75,0.0,0.0,1.0,30,0.07250000000000029
30.0,-95.0,2.3572693,-0.79081726,296.42505,301.34668,101700.25,1970-07-04,65,1970,7,4,TX,1,1,0,29.78,-95.02,0.0,0.0,1.0,33,0.04879999999999934
30.0,-98.0,2.525238,-0.8035126,293.34692,302.5244,101825.5,1970-07-04,66,1970,7,4,TX,2,4,1,30.43,-97.92,0.0,0.0,1.5,47,0.1912999999999995
30.0,-94.0,-1.5681,-0.02394104,295.83594,298.37012,101638.69,1970-07-13,67,1970,7,13,TX,0,0,0,29.73,-93.98,0.0,0.0,0.1,10,0.07329999999999962
29.0,-95.0,2.9640808,-3.471634,297.0122,298.95703,101647.625,1970-07-21,68,1970,7,21,TX,1,0,0,29.4,-95.0,0.0,0.0,0.1,10,0.15999999999999887
29.0,-97.0,-4.219101,-5.4678802,296.36792,301.07788,101025.75,1970-08-03,69,1970,8,3,TX,0,0,0,29.3,-97.2,0.0,0.0,0.1,10,0.13000000000000156
28.0,-97.0,-1.6683197,-8.614365,297.50854,300.29663,100831.75,1970-08-03,70,1970,8,3,TX,0,0,0,28.27,-97.22,0.0,0.0,0.1,10,0.12129999999999927
28.0,-96.0,-7.5013275,-11.083115,297.91675,300.41382,100600.25,1970-08-03,71,1970,8,3,TX,2,0,0,28.4,-96.4,0.0,0.0,0.1,10,0.3200000000000034
28.0,-98.0,-0.3870697,-5.040146,293.78784,301.0642,100981.25,1970-08-03,72,1970,8,3,TX,2,2,0,28.1,-97.9,0.0,0.0,0.1,10,0.01999999999999915
29.0,-99.0,-0.89878845,-2.6924896,292.77808,301.20288,101133.75,1970-08-03,73,1970,8,3,TX,2,0,0,28.58,-99.18,0.0,0.0,0.1,10,0.2088000000000039
29.0,-99.0,-0.89878845,-2.6924896,292.77808,301.20288,101133.75,1970-08-03,74,1970,8,3,TX,2,0,0,28.73,-99.28,0.0,0.0,0.1,10,0.1513000000000004
30.0,-96.0,-3.1464539,3.3288422,298.26562,301.67944,101527.625,1970-08-04,75,1970,8,4,TX,0,0,0,29.93,-95.77,0.0,0.0,0.1,10,0.057800000000001864
29.0,-95.0,-4.8017273,6.1901703,298.38867,301.8357,101502.625,1970-08-04,76,1970,8,4,TX,2,0,0,29.42,-95.23,0.0,0.0,0.1,10,0.22930000000000328
29.0,-95.0,5.4030304,-0.058685303,298.36255,300.82593,101213.56,1970-08-11,77,1970,8,11,TX,1,0,0,29.42,-95.23,0.0,0.0,2.0,150,0.22930000000000328
34.0,-100.0,3.91716,6.991913,289.28638,301.917,101018.56,1970-08-18,78,1970,8,18,TX,2,1,0,34.33,-99.9,0.0,0.0,0.8,440,0.11889999999999773
28.0,-98.0,0.13827515,3.985489,296.386,301.43896,101150.56,1970-08-23,79,1970,8,23,TX,0,0,0,28.37,-97.77,0.0,0.0,0.1,10,0.18980000000000258
28.0,-98.0,0.13827515,3.985489,296.386,301.43896,101150.56,1970-08-23,80,1970,8,23,TX,0,0,0,28.37,-97.77,0.0,0.0,0.1,10,0.18980000000000258
28.0,-98.0,0.13827515,3.985489,296.386,301.43896,101150.56,1970-08-23,81,1970,8,23,TX,0,0,0,28.37,-97.77,0.0,0.0,0.1,10,0.18980000000000258
29.0,-97.0,2.480072,1.1163483,297.5559,302.01123,101196.06,1970-08-23,82,1970,8,23,TX,1,0,0,29.27,-97.18,0.0,0.0,1.5,23,0.10530000000000223
27.0,-98.0,-0.008346558,2.7767334,295.38672,301.1609,101093.06,1970-08-24,83,1970,8,24,TX,0,0,0,27.33,-97.73,0.0,0.0,0.1,10,0.18179999999999674
27.0,-98.0,-0.008346558,2.7767334,295.38672,301.1609,101093.06,1970-08-24,84,1970,8,24,TX,1,0,0,26.87,-98.13,0.0,0.0,0.5,23,0.03379999999999856
30.0,-94.0,1.608841,-0.048461914,296.5664,299.073,101153.06,1970-08-24,85,1970,8,24,TX,1,0,0,29.87,-94.33,0.0,0.0,1.0,33,0.1257999999999986
29.0,-101.0,0.71235657,-1.4927979,295.73438,298.49292,101317.31,1970-08-24,86,1970,8,24,TX,1,0,0,28.93,-100.63,0.0,0.0,0.1,10,0.1418000000000034
32.0,-97.0,-1.245758,1.6260681,292.53027,298.3098,101542.0,1970-08-29,87,1970,8,29,TX,1,0,0,31.67,-97.13,0.0,0.0,0.3,50,0.1257999999999977
33.0,-97.0,-1.7447968,1.2864838,295.9546,298.90576,102043.125,1970-08-31,88,1970,8,31,TX,0,0,0,32.6,-97.32,0.0,0.0,0.1,10,0.2623999999999945
33.0,-97.0,-1.3235779,-0.45655823,294.3579,297.18555,101854.81,1970-09-01,89,1970,9,1,TX,1,0,0,33.27,-96.55,33.13,-96.37,14.1,23,0.27540000000000425
30.0,-97.0,-3.388031,-0.7876129,296.15283,297.74414,101659.81,1970-09-01,90,1970,9,1,TX,1,0,0,29.5,-96.6,0.0,0.0,1.0,300,0.4100000000000046
29.0,-97.0,-0.8406677,3.079193,297.18286,299.10156,101484.56,1970-09-02,91,1970,9,2,TX,0,0,0,28.63,-96.65,0.0,0.0,0.1,10,0.25939999999999674
26.0,-98.0,-4.2782593,2.618744,298.04224,300.65845,101126.56,1970-09-13,92,1970,9,13,TX,1,0,0,26.2,-98.3,0.0,0.0,1.0,27,0.129999999999998
29.0,-98.0,-4.2841187,2.1997986,297.4231,298.31274,101446.81,1970-09-13,93,1970,9,13,TX,2,0,0,29.22,-98.43,0.0,0.0,0.1,17,0.23330000000000536
30.0,-95.0,-0.10769653,1.3978271,297.9043,300.07007,101861.875,1970-09-17,94,1970,9,17,TX,0,0,0,29.75,-95.32,0.0,0.0,0.5,17,0.16489999999999563
26.0,-98.0,0.069610596,-1.226059,295.27075,297.54028,101267.94,1970-09-20,95,1970,9,20,TX,1,0,0,26.42,-97.82,26.48,-97.87,5.7,27,0.2088000000000039
33.0,-95.0,0.05203247,1.4799957,295.9602,299.33716,101633.69,1970-09-20,96,1970,9,20,TX,2,0,0,32.5,-94.67,0.0,0.0,0.5,33,0.3588999999999989
34.0,-98.0,-0.49786377,-3.2488708,279.35864,285.79663,102741.19,1970-09-27,97,1970,9,27,TX,0,0,0,34.13,-98.22,0.0,0.0,0.5,17,0.06530000000000016
30.0,-94.0,-1.8282471,0.6605835,295.3025,296.7954,101347.25,1970-10-06,98,1970,10,6,TX,0,0,0,29.83,-94.17,0.0,0.0,0.5,23,0.05780000000000116
30.0,-95.0,-2.7436981,1.8882294,289.33203,291.66797,101268.125,1970-10-11,99,1970,10,11,TX,0,0,0,29.58,-95.35,0.0,0.0,0.5,17,0.29889999999999745
29.0,-96.0,-1.9214325,1.2788544,293.19727,293.50195,101199.125,1970-10-11,100,1970,10,11,TX,1,0,0,28.8,-96.28,28.83,-96.17,7.4,23,0.11840000000000035
29.0,-95.0,-3.8530731,6.1128387,293.9043,296.79102,101229.375,1970-10-11,101,1970,10,11,TX,2,1,0,29.35,-94.88,0.0,0.0,1.0,100,0.13690000000000208
30.0,-94.0,-4.2612762,-1.0170441,286.48828,290.04688,101291.125,1970-10-11,102,1970,10,11,TX,2,0,0,29.78,-93.97,29.87,-93.95,6.1,100,0.049299999999999566
30.0,-94.0,-4.2612762,-1.0170441,286.48828,290.04688,101291.125,1970-10-11,103,1970,10,11,TX,3,19,0,29.92,-93.88,29.97,-93.85,4.3,100,0.020800000000000818
32.0,-99.0,0.98687744,5.331497,290.77734,291.813,101350.5,1970-10-22,104,1970,10,22,TX,1,0,0,32.18,-98.78,0.0,0.0,0.5,17,0.0807999999999994
32.0,-99.0,0.98687744,5.331497,290.77734,291.813,101350.5,1970-10-22,105,1970,10,22,TX,1,0,0,32.18,-98.78,0.0,0.0,1.0,20,0.0807999999999994
32.0,-99.0,0.98687744,5.331497,290.77734,291.813,101350.5,1970-10-22,106,1970,10,22,TX,2,0,0,32.38,-98.82,0.0,0.0,1.0,33,0.1768000000000044
30.0,-97.0,0.0922699,5.809845,293.375,296.04688,100870.56,1970-10-23,107,1970,10,23,TX,0,0,0,30.33,-97.35,0.0,0.0,0.5,17,0.2313999999999949
29.0,-96.0,-1.3940582,2.9201965,293.71875,296.95312,100998.94,1970-10-23,108,1970,10,23,TX,0,0,0,29.3,-96.1,0.0,0.0,0.5,17,0.09999999999999928
30.0,-94.0,-2.8725739,3.021759,291.52148,294.38086,101185.56,1970-10-23,109,1970,10,23,TX,1,0,0,30.35,-94.17,0.0,0.0,0.1,67,0.1514000000000016
29.0,-96.0,-1.3940582,2.9201965,293.71875,296.95312,100998.94,1970-10-23,110,1970,10,23,TX,2,0,0,29.3,-96.0,0.0,0.0,1.2,33,0.09000000000000043
29.0,-96.0,-1.3940582,2.9201965,293.71875,296.95312,100998.94,1970-10-23,111,1970,10,23,TX,2,0,0,29.3,-95.9,0.0,0.0,1.5,27,0.09999999999999928
32.0,-98.0,0.23216248,6.185684,294.406,296.6194,100906.31,1970-10-26,112,1970,10,26,TX,0,0,0,31.78,-97.58,0.0,0.0,0.1,50,0.22480000000000094
32.0,-98.0,0.23216248,6.185684,294.406,296.6194,100906.31,1970-10-26,113,1970,10,26,TX,0,0,0,31.78,-97.55,0.0,0.0,0.5,33,0.25090000000000207
32.0,-97.0,0.18235779,6.2227936,294.88452,297.1565,100972.06,1970-10-26,114,1970,10,26,TX,1,0,0,31.95,-96.8,0.0,0.0,1.5,33,0.04250000000000121
32.0,-97.0,0.18235779,6.2227936,294.88452,297.1565,100972.06,1970-10-26,115,1970,10,26,TX,1,0,0,32.33,-97.3,0.0,0.0,1.0,23,0.19889999999999716
30.0,-95.0,0.34446716,3.4276886,294.6809,296.38135,101062.44,1970-10-27,116,1970,10,27,TX,1,1,0,29.88,-95.33,29.88,-95.2,8.2,40,0.1232999999999991
30.0,-95.0,0.34446716,3.4276886,294.6809,296.38135,101062.44,1970-10-27,117,1970,10,27,TX,2,0,0,29.88,-95.33,0.0,0.0,2.0,40,0.1232999999999991
29.0,-94.0,-7.6463165,5.1248016,289.52808,291.6875,101075.19,1970-12-30,118,1970,12,30,TX,0,0,0,29.43,-94.4,0.0,0.0,0.8,23,0.3449000000000043
30.0,-94.0,-4.261551,1.465622,284.6101,286.30664,101183.44,1970-12-30,119,1970,12,30,TX,0,0,0,29.78,-94.4,0.0,0.0,0.5,27,0.20840000000000405
29.0,-94.0,-7.6463165,5.1248016,289.52808,291.6875,101075.19,1970-12-30,120,1970,12,30,TX,2,0,0,29.43,-94.4,29.38,-94.35,5.1,200,0.3449000000000043
33.0,-98.0,-1.0001831,7.37619,287.61572,290.45874,101246.31,1971-02-18,121,1971,2,18,TX,1,0,0,32.92,-97.63,0.0,0.0,1.0,440,0.1433000000000031
32.0,-97.0,-2.1193237,8.235565,287.61572,290.7146,101448.56,1971-02-18,122,1971,2,18,TX,1,0,0,32.33,-97.33,0.0,0.0,0.1,50,0.21779999999999775
33.0,-97.0,-2.6290894,7.731659,287.1255,290.18726,101429.31,1971-02-18,123,1971,2,18,TX,1,0,0,32.62,-96.77,0.0,0.0,0.1,13,0.19730000000000378
33.0,-96.0,-2.250183,5.9806824,287.3462,289.84155,101632.81,1971-02-18,124,1971,2,18,TX,1,0,0,33.28,-96.18,0.0,0.0,2.0,440,0.11080000000000309
32.0,-100.0,0.9216919,9.174042,286.91064,290.8064,101035.56,1971-02-18,125,1971,2,18,TX,2,0,0,31.95,-99.95,0.0,0.0,0.2,50,0.004999999999999788
32.0,-100.0,0.9216919,9.174042,286.91064,290.8064,101035.56,1971-02-18,126,1971,2,18,TX,2,0,0,32.0,-99.95,0.0,0.0,0.5,100,0.002499999999999716
32.0,-97.0,-2.1193237,8.235565,287.61572,290.7146,101448.56,1971-02-18,127,1971,2,18,TX,2,0,0,31.83,-97.17,0.0,0.0,0.5,440,0.05780000000000116
30.0,-97.0,2.9865875,4.7097626,290.13867,292.96167,99884.44,1971-02-21,128,1971,2,21,TX,1,0,0,30.28,-96.97,0.0,0.0,0.3,10,0.0793000000000007
32.0,-97.0,1.2795563,2.1970673,288.5957,289.9402,99773.44,1971-02-21,129,1971,2,21,TX,2,0,0,31.62,-97.1,0.0,0.0,0.1,17,0.15439999999999812
30.0,-97.0,-2.7520142,3.5663757,287.34528,288.90186,101056.875,1971-02-25,130,1971,2,25,TX,1,0,0,29.62,-97.07,0.0,0.0,0.3,10,0.1492999999999983
30.0,-97.0,-2.7520142,3.5663757,287.34528,288.90186,101056.875,1971-02-25,131,1971,2,25,TX,1,0,0,29.8,-96.83,0.0,0.0,0.5,50,0.0689000000000003
30.0,-97.0,-2.7520142,3.5663757,287.34528,288.90186,101056.875,1971-02-25,132,1971,2,25,TX,1,0,0,29.68,-96.92,0.0,0.0,0.3,10,0.10879999999999991
30.0,-99.0,-0.47564697,3.5556335,287.39606,288.03857,100943.625,1971-02-25,133,1971,2,25,TX,2,0,0,30.17,-99.32,0.0,0.0,0.3,300,0.13129999999999623
29.0,-100.0,1.7645874,-1.045929,289.91754,290.5581,100868.625,1971-02-25,134,1971,2,25,TX,2,0,0,28.53,-99.88,0.0,0.0,2.0,50,0.2353
30.0,-98.0,-2.2861938,3.7030945,288.36285,289.04053,100980.875,1971-02-25,135,1971,2,25,TX,2,0,0,29.88,-97.67,29.95,-97.48,11.9,50,0.1232999999999991
30.0,-96.0,-2.9707642,2.5683289,287.1031,288.22607,101173.875,1971-02-25,136,1971,2,25,TX,2,0,0,30.17,-96.38,0.0,0.0,0.3,33,0.17329999999999712
30.0,-96.0,-2.9707642,2.5683289,287.1031,288.22607,101173.875,1971-02-25,137,1971,2,25,TX,2,0,0,30.17,-96.38,0.0,0.0,0.3,33,0.17329999999999712
30.0,-97.0,-2.7520142,3.5663757,287.34528,288.90186,101056.875,1971-02-25,138,1971,2,25,TX,2,0,0,29.73,-96.78,0.0,0.0,0.5,50,0.12129999999999927
30.0,-97.0,-2.7520142,3.5663757,287.34528,288.90186,101056.875,1971-02-25,139,1971,2,25,TX,2,0,0,29.8,-96.8,0.0,0.0,0.5,50,0.08000000000000085
30.0,-97.0,-2.7520142,3.5663757,287.34528,288.90186,101056.875,1971-02-25,140,1971,2,25,TX,2,0,0,29.8,-96.83,0.0,0.0,0.5,50,0.0689000000000003
29.0,-95.0,-2.34581,7.592148,285.43677,290.0078,101875.69,1971-03-09,141,1971,3,9,TX,2,1,0,29.33,-94.83,0.0,0.0,0.5,20,0.13779999999999945
30.0,-95.0,-1.9249115,3.6907806,283.98755,288.60156,101872.69,1971-03-09,142,1971,3,9,TX,2,4,0,29.58,-95.25,0.0,0.0,1.0,440,0.23890000000000144
34.0,-97.0,-2.2262115,1.0473175,282.00876,283.24,101051.625,1971-03-12,143,1971,3,12,TX,1,0,0,33.5,-96.6,0.0,0.0,0.1,10,0.4100000000000046
34.0,-94.0,-0.5172272,0.51020813,284.3193,285.58374,101217.125,1971-03-12,144,1971,3,12,TX,1,0,0,33.52,-94.25,0.0,0.0,1.0,440,0.292899999999997
33.0,-97.0,-0.5943756,3.046341,284.50876,286.19116,100970.125,1971-03-12,145,1971,3,12,TX,1,0,0,33.42,-96.67,0.0,0.0,0.1,20,0.28530000000000033
33.0,-97.0,-0.5943756,3.046341,284.50876,286.19116,100970.125,1971-03-12,146,1971,3,12,TX,3,0,0,33.38,-96.83,33.43,-96.77,5.2,440,0.17330000000000254
34.0,-97.0,-2.2262115,1.0473175,282.00876,283.24,101051.625,1971-03-12,147,1971,3,12,TX,3,0,0,33.5,-96.6,33.55,-96.53,5.1,440,0.4100000000000046
34.0,-97.0,-2.2262115,1.0473175,282.00876,283.24,101051.625,1971-03-12,148,1971,3,12,TX,3,0,0,33.5,-96.6,33.55,-96.53,5.1,440,0.4100000000000046
