latitude,longitude,u10,v10,d2m,t2m,msl,date,event_id,yr,mo,dy,st,mag,inj,fat,slat,slon,elat,elon,len,wid,dist2
31.0,-97.0,-2.552353,1.8710632,292.84888,293.58984,101575.625,1992-05-17,3245,1992,5,17,TX,0,0,0,30.93,-97.33,0.0,0.0,0.1,10,0.11379999999999892
31.0,-97.0,-2.552353,1.8710632,292.84888,293.58984,101575.625,1992-05-17,3246,1992,5,17,TX,0,0,0,30.9,-97.4,0.0,0.0,0.1,10,0.17000000000000484
28.0,-98.0,-1.2963257,-1.5648346,293.5569,295.48682,101769.875,1992-05-18,3247,1992,5,18,TX,1,0,0,27.9,-97.53,27.93,-97.58,3.0,40,0.23089999999999922
30.0,-94.0,-2.5173492,0.26531982,295.0144,299.16602,101898.69,1992-05-20,3248,1992,5,20,TX,0,0,0,29.75,-94.32,0.0,0.0,0.1,10,0.16489999999999563
34.0,-102.0,-0.27711487,5.005554,289.09448,292.17383,101677.44,1992-05-20,3249,1992,5,20,TX,1,0,0,34.15,-102.18,34.2,-102.17,4.5,100,0.05490000000000203
30.0,-98.0,-1.7184143,2.586029,293.02002,294.5525,101834.44,1992-05-21,3250,1992,5,21,TX,0,0,0,29.63,-98.32,0.0,0.0,2.0,20,0.23929999999999638
32.0,-104.0,-5.03862,3.392685,289.7666,293.9214,101431.625,1992-05-22,3251,1992,5,22,TX,0,0,0,31.82,-104.13,0.0,0.0,0.2,40,0.04929999999999872
32.0,-104.0,-5.03862,3.392685,289.7666,293.9214,101431.625,1992-05-22,3252,1992,5,22,TX,0,0,0,31.82,-104.02,0.0,0.0,0.2,30,0.03279999999999974
32.0,-104.0,-5.03862,3.392685,289.7666,293.9214,101431.625,1992-05-22,3253,1992,5,22,TX,0,0,0,31.93,-103.9,0.0,0.0,0.3,30,0.014899999999998904
33.0,-101.0,-1.0054169,3.5938568,290.3506,293.0464,101759.625,1992-05-22,3254,1992,5,22,TX,0,0,0,32.92,-101.15,0.0,0.0,0.5,73,0.02890000000000143
32.0,-104.0,-5.03862,3.392685,289.7666,293.9214,101431.625,1992-05-22,3255,1992,5,22,TX,2,0,0,31.73,-103.8,31.77,-103.75,5.0,400,0.11290000000000092
31.0,-103.0,-6.144455,4.5486298,289.2859,291.67432,101461.125,1992-05-24,3256,1992,5,24,TX,0,0,0,30.58,-103.22,0.0,0.0,0.4,50,0.22480000000000094
32.0,-103.0,-6.180588,-1.2335968,286.97534,287.42432,101740.875,1992-05-24,3257,1992,5,24,TX,0,0,0,31.85,-102.52,0.0,0.0,0.3,40,0.2529000000000034
31.0,-102.0,-6.086838,5.865036,289.28003,291.88916,101622.125,1992-05-24,3258,1992,5,24,TX,1,0,0,31.15,-102.45,31.18,-102.38,8.0,150,0.22500000000000214
31.0,-103.0,-6.144455,4.5486298,289.2859,291.67432,101461.125,1992-05-24,3259,1992,5,24,TX,1,0,0,30.7,-103.4,0.0,0.0,2.6,73,0.250000000000005
35.0,-102.0,-1.6278229,7.4596252,284.3828,285.74146,101055.25,1992-05-27,3260,1992,5,27,TX,0,0,0,35.23,-102.45,0.0,0.0,0.1,50,0.2554000000000011
33.0,-101.0,-2.201065,4.622711,286.67188,288.80786,101198.5,1992-05-27,3261,1992,5,27,TX,0,0,0,33.1,-101.38,0.0,0.0,0.2,40,0.15439999999999682
34.0,-102.0,-2.0555573,5.7623596,285.17773,286.32153,101130.0,1992-05-27,3262,1992,5,27,TX,1,0,0,33.93,-102.12,33.97,-102.05,5.0,120,0.01930000000000113
30.0,-95.0,-1.2588196,-0.23117065,293.6731,296.17285,100964.44,1992-05-28,3263,1992,5,28,TX,0,0,0,29.65,-95.28,0.0,0.0,0.1,13,0.20090000000000163
28.0,-97.0,-0.41116333,5.0451965,294.75708,298.81348,100820.69,1992-05-28,3264,1992,5,28,TX,0,0,0,28.3,-97.3,0.0,0.0,0.1,10,0.17999999999999872
28.0,-97.0,-0.41116333,5.0451965,294.75708,298.81348,100820.69,1992-05-28,3265,1992,5,28,TX,1,0,0,28.35,-97.17,0.0,0.0,0.2,20,0.1514000000000016
28.0,-97.0,-3.7875824,1.5141144,294.76562,296.9646,101540.94,1992-05-31,3266,1992,5,31,TX,0,0,0,27.78,-97.42,0.0,0.0,0.2,13,0.22480000000000094
34.0,-101.0,1.890152,3.8070831,287.3203,290.0232,101579.19,1992-05-31,3267,1992,5,31,TX,0,0,0,34.17,-100.6,0.0,0.0,0.7,50,0.18890000000000515
34.0,-103.0,1.9126129,4.925247,285.10156,287.96265,101543.69,1992-05-31,3268,1992,5,31,TX,0,0,0,34.15,-102.67,0.0,0.0,0.6,60,0.13139999999999843
34.0,-103.0,1.9126129,4.925247,285.10156,287.96265,101543.69,1992-05-31,3269,1992,5,31,TX,0,0,0,33.87,-102.65,0.0,0.0,0.5,50,0.1393999999999967
34.0,-103.0,1.9126129,4.925247,285.10156,287.96265,101543.69,1992-05-31,3270,1992,5,31,TX,1,0,0,33.67,-102.72,0.0,0.0,2.0,80,0.18729999999999952
30.0,-94.0,-1.1793671,1.8793182,296.44434,298.99854,101342.75,1992-06-01,3271,1992,6,1,TX,0,0,0,30.08,-94.15,0.0,0.0,0.1,10,0.02890000000000143
30.0,-94.0,-1.1793671,1.8793182,296.44434,298.99854,101342.75,1992-06-01,3272,1992,6,1,TX,0,0,0,30.13,-94.05,0.0,0.0,0.1,13,0.01939999999999946
31.0,-98.0,-1.4391327,2.359787,292.40332,293.84424,101254.0,1992-06-01,3273,1992,6,1,TX,0,0,0,30.63,-97.98,0.0,0.0,0.1,10,0.1373000000000006
30.0,-103.0,1.3499298,0.011154175,286.12207,292.01025,101191.75,1992-06-01,3274,1992,6,1,TX,1,0,0,30.25,-102.52,30.17,-102.42,8.0,50,0.2929000000000038
30.0,-95.0,0.53157043,0.6019745,295.31738,296.64697,101326.0,1992-06-01,3275,1992,6,1,TX,1,2,0,29.73,-95.27,0.0,0.0,0.5,20,0.14579999999999763
28.0,-97.0,0.0756073,-3.5092163,295.36963,297.52075,100988.875,1992-06-02,3276,1992,6,2,TX,1,0,0,27.83,-97.07,0.0,0.0,0.1,20,0.03379999999999963
36.0,-102.0,-2.4622345,-1.9550781,286.0818,291.88477,101164.44,1992-06-04,3277,1992,6,4,TX,0,0,0,36.03,-102.15,0.0,0.0,0.5,13,0.023400000000001774
36.0,-102.0,-2.4622345,-1.9550781,286.0818,291.88477,101164.44,1992-06-04,3278,1992,6,4,TX,0,0,0,35.85,-102.17,0.0,0.0,0.5,13,0.051400000000000154
36.0,-102.0,-2.4622345,-1.9550781,286.0818,291.88477,101164.44,1992-06-04,3279,1992,6,4,TX,0,0,0,35.68,-102.0,0.0,0.0,0.5,13,0.10240000000000019
34.0,-101.0,-1.2101288,1.4325867,290.2744,293.68555,100654.06,1992-06-05,3280,1992,6,5,TX,0,0,0,33.83,-100.85,0.0,0.0,1.4,73,0.05140000000000229
32.0,-103.0,-4.316269,-3.5635529,290.58105,295.5984,100845.0,1992-06-06,3281,1992,6,6,TX,0,0,0,32.13,-102.77,0.0,0.0,0.3,30,0.0698000000000025
29.0,-97.0,-0.61021423,4.6346893,297.63965,299.739,100769.25,1992-06-06,3282,1992,6,6,TX,1,0,0,28.98,-96.65,0.0,0.0,0.1,30,0.122899999999996
34.0,-99.0,-4.270996,0.620697,290.38647,293.4839,101453.5,1992-06-07,3283,1992,6,7,TX,0,0,0,34.1,-99.33,0.0,0.0,0.1,10,0.11889999999999916
30.0,-104.0,-1.3374023,0.11679077,287.34937,293.51123,101368.5,1992-06-07,3284,1992,6,7,TX,0,0,0,30.28,-104.02,0.0,0.0,0.2,50,0.07880000000000048
34.0,-99.0,-4.270996,0.620697,290.38647,293.4839,101453.5,1992-06-07,3285,1992,6,7,TX,2,5,0,34.15,-99.27,0.0,0.0,1.0,100,0.09539999999999743
31.0,-104.0,0.95791626,0.68200684,286.03394,292.03247,101424.0,1992-06-08,3286,1992,6,8,TX,0,0,0,30.98,-103.65,0.0,0.0,0.3,30,0.122899999999996
34.0,-103.0,1.0126038,-0.5172119,286.4773,291.16724,101489.5,1992-06-08,3287,1992,6,8,TX,0,0,0,34.12,-102.58,0.0,0.0,0.2,40,0.19080000000000083
31.0,-102.0,1.0399475,2.958374,291.05737,295.56177,101324.25,1992-06-08,3288,1992,6,8,TX,0,0,0,30.92,-101.97,0.0,0.0,0.4,30,0.007299999999999795
34.0,-102.0,-2.0430603,0.20446777,287.4148,290.43872,101542.0,1992-06-08,3289,1992,6,8,TX,1,0,0,34.28,-101.72,0.0,0.0,2.2,100,0.15680000000000127
31.0,-102.0,1.0399475,2.958374,291.05737,295.56177,101324.25,1992-06-08,3290,1992,6,8,TX,1,0,0,31.13,-102.37,31.13,-102.3,4.0,60,0.1538000000000031
35.0,-102.0,-0.776886,2.1507263,287.3916,293.84888,101624.81,1992-06-11,3291,1992,6,11,TX,0,0,0,34.98,-102.02,0.0,0.0,0.5,13,0.0007999999999999659
35.0,-102.0,-0.776886,2.1507263,287.3916,293.84888,101624.81,1992-06-11,3292,1992,6,11,TX,0,0,0,34.98,-102.02,0.0,0.0,0.5,13,0.0007999999999999659
33.0,-102.0,-3.1968079,-0.81607056,289.91895,295.29224,101529.31,1992-06-11,3293,1992,6,11,TX,0,0,0,33.03,-102.2,0.0,0.0,0.7,60,0.040900000000001206
34.0,-102.0,-1.9761047,0.3987732,288.06738,293.386,101615.56,1992-06-11,3294,1992,6,11,TX,0,0,0,33.88,-101.85,0.0,0.0,0.2,40,0.03690000000000109
32.0,-102.0,-1.7866516,1.0794373,291.94043,295.15356,101440.81,1992-06-11,3295,1992,6,11,TX,0,0,0,32.35,-101.87,0.0,0.0,0.5,40,0.1393999999999998
34.0,-102.0,-1.9761047,0.3987732,288.06738,293.386,101615.56,1992-06-11,3296,1992,6,11,TX,0,0,0,33.93,-101.6,0.0,0.0,0.8,50,0.1649000000000046
33.0,-102.0,-3.1968079,-0.81607056,289.91895,295.29224,101529.31,1992-06-11,3297,1992,6,11,TX,0,0,0,33.42,-102.18,0.0,0.0,0.3,40,0.2088000000000039
32.0,-102.0,-1.7866516,1.0794373,291.94043,295.15356,101440.81,1992-06-11,3298,1992,6,11,TX,0,0,0,32.17,-101.8,0.0,0.0,0.3,30,0.06890000000000172
33.0,-102.0,-3.1968079,-0.81607056,289.91895,295.29224,101529.31,1992-06-11,3299,1992,6,11,TX,0,0,0,32.52,-101.75,0.0,0.0,0.4,40,0.292899999999997
32.0,-101.0,-1.2876282,0.5491638,291.79785,296.20825,101443.06,1992-06-11,3300,1992,6,11,TX,0,0,0,32.38,-101.02,0.0,0.0,0.3,50,0.1448000000000018
33.0,-102.0,-3.1968079,-0.81607056,289.91895,295.29224,101529.31,1992-06-11,3301,1992,6,11,TX,1,0,0,32.8,-102.02,0.0,0.0,0.4,60,0.04040000000000098
34.0,-102.0,-1.9761047,0.3987732,288.06738,293.386,101615.56,1992-06-11,3302,1992,6,11,TX,1,0,0,33.98,-101.7,0.0,0.0,0.3,80,0.09039999999999841
33.0,-102.0,-3.163681,2.23674,291.92603,294.83252,101150.31,1992-06-13,3303,1992,6,13,TX,0,0,0,33.3,-102.2,33.3,-102.1,3.5,80,0.12999999999999942
33.0,-102.0,-3.163681,2.23674,291.92603,294.83252,101150.31,1992-06-13,3304,1992,6,13,TX,0,0,0,33.32,-102.02,0.0,0.0,2.6,50,0.10280000000000003
33.0,-102.0,-3.163681,2.23674,291.92603,294.83252,101150.31,1992-06-13,3305,1992,6,13,TX,0,0,0,33.25,-101.85,0.0,0.0,0.7,40,0.08500000000000171
33.0,-102.0,-3.163681,2.23674,291.92603,294.83252,101150.31,1992-06-13,3306,1992,6,13,TX,0,0,0,32.5,-101.73,0.0,0.0,0.4,30,0.32289999999999786
36.0,-101.0,-2.605423,-1.6079254,289.03223,298.0393,101502.56,1992-06-18,3307,1992,6,18,TX,0,0,0,36.47,-100.57,0.0,0.0,0.2,10,0.4058000000000048
35.0,-102.0,0.13676453,0.38328552,288.99707,296.58423,101464.31,1992-06-18,3308,1992,6,18,TX,0,0,0,34.55,-102.22,0.0,0.0,1.0,13,0.25090000000000207
35.0,-100.0,-0.12231445,2.5982819,294.0459,300.47168,101165.19,1992-06-19,3309,1992,6,19,TX,0,0,0,34.98,-100.38,0.0,0.0,0.1,10,0.14479999999999665
32.0,-106.0,-2.6414642,-1.1624756,288.7771,295.4043,101625.5,1992-06-21,3310,1992,6,21,TX,0,0,0,31.98,-105.85,0.0,0.0,1.5,200,0.02290000000000169
32.0,-106.0,-2.6414642,-1.1624756,288.7771,295.4043,101625.5,1992-06-21,3311,1992,6,21,TX,1,0,0,31.68,-106.2,0.0,0.0,0.5,73,0.14240000000000133
32.0,-106.0,-2.6414642,-1.1624756,288.7771,295.4043,101625.5,1992-06-21,3312,1992,6,21,TX,1,0,0,31.68,-106.2,0.0,0.0,1.2,100,0.14240000000000133
32.0,-106.0,-2.6414642,-1.1624756,288.7771,295.4043,101625.5,1992-06-21,3313,1992,6,21,TX,1,0,0,31.68,-106.28,0.0,0.0,0.6,73,0.18080000000000082
32.0,-103.0,-3.8758392,-3.3410187,292.50732,296.5901,101462.125,1992-06-26,3314,1992,6,26,TX,0,0,0,31.73,-102.68,0.0,0.0,0.3,40,0.1752999999999954
32.0,-103.0,-3.8758392,-3.3410187,292.50732,296.5901,101462.125,1992-06-26,3315,1992,6,26,TX,0,0,0,31.73,-102.5,0.0,0.0,0.4,30,0.32289999999999974
36.0,-102.0,-1.9085541,4.5371246,290.53027,291.79053,101403.375,1992-06-27,3316,1992,6,27,TX,0,0,0,35.65,-101.97,0.0,0.0,0.1,10,0.12340000000000106
35.0,-103.0,0.9566803,4.794937,289.59473,292.88818,101372.375,1992-06-27,3317,1992,6,27,TX,0,0,0,34.65,-102.72,0.0,0.0,0.5,20,0.20090000000000163
34.0,-103.0,-0.44273376,5.1240387,290.25684,293.08154,101341.875,1992-06-27,3318,1992,6,27,TX,0,0,0,34.22,-102.98,0.0,0.0,0.4,40,0.04879999999999934
35.0,-102.0,-1.4319916,5.138687,290.80176,293.69873,101391.375,1992-06-27,3319,1992,6,27,TX,0,0,0,34.62,-102.38,0.0,0.0,0.5,13,0.2887999999999985
35.0,-103.0,0.9566803,4.794937,289.59473,292.88818,101372.375,1992-06-27,3320,1992,6,27,TX,0,0,0,34.63,-102.93,0.0,0.0,0.5,23,0.14179999999999715
35.0,-103.0,0.9566803,4.794937,289.59473,292.88818,101372.375,1992-06-27,3321,1992,6,27,TX,0,0,0,34.7,-102.82,0.0,0.0,0.1,10,0.12240000000000074
36.0,-102.0,-1.9085541,4.5371246,290.53027,291.79053,101403.375,1992-06-27,3322,1992,6,27,TX,1,0,0,35.62,-101.63,35.62,-101.6,2.0,57,0.2813000000000053
35.0,-103.0,0.9566803,4.794937,289.59473,292.88818,101372.375,1992-06-27,3323,1992,6,27,TX,1,0,0,34.53,-102.92,0.0,0.0,1.0,23,0.22729999999999867
36.0,-102.0,-1.9085541,4.5371246,290.53027,291.79053,101403.375,1992-06-27,3324,1992,6,27,TX,2,0,0,35.63,-101.58,35.6,-101.52,4.0,150,0.3132999999999996
34.0,-103.0,-0.44273376,5.1240387,290.25684,293.08154,101341.875,1992-06-27,3325,1992,6,27,TX,2,0,0,34.03,-102.93,0.0,0.0,0.9,100,0.005799999999999113
36.0,-102.0,-1.9085541,4.5371246,290.53027,291.79053,101403.375,1992-06-27,3326,1992,6,27,TX,3,0,0,35.7,-101.95,35.72,-101.85,5.0,300,0.092499999999998
36.0,-102.0,-1.9085541,4.5371246,290.53027,291.79053,101403.375,1992-06-27,3327,1992,6,27,TX,4,7,0,35.68,-101.73,35.53,-101.48,20.0,1583,0.17529999999999804
31.0,-99.0,0.36315918,2.4906921,291.7539,298.708,100941.75,1992-06-28,3328,1992,6,28,TX,1,0,0,31.27,-98.95,0.0,0.0,0.1,10,0.07539999999999948
34.0,-100.0,1.0740967,3.2553406,290.83398,294.64746,100815.5,1992-06-28,3329,1992,6,28,TX,1,0,0,34.0,-100.0,0.0,0.0,0.1,10,0.0
30.0,-94.0,2.8238678,2.6342926,298.7566,302.1184,100883.875,1992-06-30,3330,1992,6,30,TX,0,0,0,30.08,-94.1,0.0,0.0,0.1,20,0.01639999999999859
30.0,-94.0,2.8238678,2.6342926,298.7566,302.1184,100883.875,1992-06-30,3331,1992,6,30,TX,0,0,0,29.98,-93.98,0.0,0.0,0.1,10,0.0007999999999998239
30.0,-94.0,2.8238678,2.6342926,298.7566,302.1184,100883.875,1992-06-30,3332,1992,6,30,TX,0,0,0,29.9,-93.93,0.0,0.0,0.1,10,0.01489999999999933
30.0,-94.0,2.8238678,2.6342926,298.7566,302.1184,100883.875,1992-06-30,3333,1992,6,30,TX,0,0,0,30.12,-94.02,0.0,0.0,0.1,10,0.01480000000000008
31.0,-95.0,2.2066803,2.4223785,297.52612,300.9602,100835.875,1992-06-30,3334,1992,6,30,TX,1,0,0,31.07,-95.15,0.0,0.0,0.1,30,0.027400000000001746
31.0,-95.0,2.2066803,2.4223785,297.52612,300.9602,100835.875,1992-06-30,3335,1992,6,30,TX,1,0,0,31.07,-95.15,0.0,0.0,0.1,10,0.027400000000001746
31.0,-95.0,2.2066803,2.4223785,297.52612,300.9602,100835.875,1992-06-30,3336,1992,6,30,TX,1,0,0,31.25,-94.93,0.0,0.0,1.0,40,0.06739999999999904
29.0,-97.0,-2.318344,2.9781494,298.9463,302.54126,101489.375,1992-07-03,3337,1992,7,3,TX,0,0,0,28.78,-96.98,0.0,0.0,0.3,10,0.04879999999999934
30.0,-94.0,2.686432,4.64122,298.1411,301.60645,101512.625,1992-07-15,3338,1992,7,15,TX,1,0,0,30.15,-94.02,0.0,0.0,0.1,20,0.022899999999999414
29.0,-97.0,-1.3834686,0.62164307,296.11963,297.14282,101809.31,1992-07-21,3339,1992,7,21,TX,0,0,0,28.53,-96.85,0.0,0.0,0.1,30,0.24340000000000064
30.0,-96.0,1.861145,0.62719727,296.84375,300.68115,101901.375,1992-07-31,3340,1992,7,31,TX,0,0,0,29.85,-96.22,0.0,0.0,0.1,20,0.07089999999999907
30.0,-96.0,2.071518,2.2471771,296.80615,300.24072,101811.69,1992-08-02,3341,1992,8,2,TX,1,0,0,30.32,-95.65,0.0,0.0,0.1,10,0.22489999999999621
28.0,-98.0,-2.5031433,1.973526,297.2566,299.19873,101715.375,1992-08-25,3342,1992,8,25,TX,0,0,0,27.8,-97.68,0.0,0.0,0.1,20,0.14239999999999536
28.0,-98.0,-2.5031433,1.973526,297.2566,299.19873,101715.375,1992-08-25,3343,1992,8,25,TX,0,0,0,28.03,-97.58,0.0,0.0,0.1,20,0.1773000000000015
28.0,-98.0,-2.8116608,0.96876526,295.0869,300.0276,101707.06,1992-08-30,3344,1992,8,30,TX,1,0,0,27.98,-97.93,0.0,0.0,0.2,50,0.005299999999999028
33.0,-102.0,0.44558716,5.134918,289.04688,296.85132,101431.25,1992-09-06,3345,1992,9,6,TX,0,0,0,32.6,-102.12,0.0,0.0,0.2,13,0.17439999999999994
29.0,-99.0,-3.5408325,-1.7780609,294.20093,296.27417,101942.375,1992-09-11,3346,1992,9,11,TX,1,0,0,28.67,-98.53,0.0,0.0,0.2,30,0.3297999999999978
31.0,-98.0,2.6090698,6.427597,295.5354,297.8186,100598.375,1992-09-21,3347,1992,9,21,TX,1,0,0,30.8,-98.2,0.0,0.0,0.3,40,0.08000000000000085
31.0,-97.0,2.838562,7.6190033,296.71118,299.45337,100619.625,1992-09-21,3348,1992,9,21,TX,1,3,0,30.82,-97.08,0.0,0.0,0.2,40,0.038799999999999626
33.0,-97.0,-0.22439575,4.908905,288.58496,294.7666,101431.625,1992-10-07,3349,1992,10,7,TX,0,0,0,32.77,-96.78,0.0,0.0,0.1,10,0.10129999999999806
33.0,-95.0,-0.4363098,2.9743347,287.2412,292.83496,101616.625,1992-10-07,3350,1992,10,7,TX,0,0,0,33.15,-94.92,0.0,0.0,0.1,10,0.0288999999999993
34.0,-96.0,-1.3279114,2.5983582,287.46777,292.35645,101481.375,1992-10-07,3351,1992,10,7,TX,1,0,0,33.6,-96.08,0.0,0.0,0.5,80,0.1663999999999986
33.0,-94.0,-1.0154114,2.5299988,286.55566,291.49316,101695.125,1992-10-07,3352,1992,10,7,TX,1,0,0,33.38,-94.47,0.0,0.0,0.1,10,0.36530000000000085
33.0,-98.0,1.0002747,4.1292725,291.6914,295.74414,101305.06,1992-10-15,3353,1992,10,15,TX,0,0,0,32.77,-97.7,0.0,0.0,0.1,10,0.14289999999999686
33.0,-98.0,1.0002747,4.1292725,291.6914,295.74414,101305.06,1992-10-15,3354,1992,10,15,TX,1,0,0,32.72,-97.65,0.0,0.0,0.1,10,0.20089999999999664
33.0,-97.0,0.21362305,5.406128,293.74927,295.2837,100929.19,1992-10-31,3355,1992,10,31,TX,0,0,0,33.23,-97.48,0.0,0.0,0.1,10,0.2833000000000024
33.0,-96.0,0.19294739,4.783554,288.60132,290.22852,100399.69,1992-11-01,3356,1992,11,1,TX,0,1,0,32.98,-96.12,0.0,0.0,0.2,10,0.014800000000001215
32.0,-94.0,-0.8744812,4.567627,288.08545,292.64014,100679.875,1992-11-03,3357,1992,11,3,TX,0,0,0,31.68,-94.07,0.0,0.0,0.2,10,0.10729999999999923
30.0,-94.0,-4.6208954,1.4516602,292.7954,293.67847,101592.125,1992-11-11,3358,1992,11,11,TX,0,0,0,30.08,-94.1,0.0,0.0,0.2,30,0.01639999999999859
29.0,-96.0,-3.6860962,2.147522,292.11597,294.43896,101238.5,1992-11-19,3359,1992,11,19,TX,1,0,0,29.23,-96.2,0.0,0.0,0.1,30,0.09290000000000134
29.0,-96.0,-3.6860962,2.147522,292.11597,294.43896,101238.5,1992-11-19,3360,1992,11,19,TX,1,0,0,29.32,-96.25,0.0,0.0,0.1,20,0.16490000000000019
29.0,-96.0,-3.6860962,2.147522,292.11597,294.43896,101238.5,1992-11-19,3361,1992,11,19,TX,1,0,0,29.4,-96.17,0.0,0.0,0.1,30,0.18889999999999946
29.0,-95.0,-6.1480713,5.068222,291.0415,294.40894,100743.375,1992-11-21,3362,1992,11,21,TX,0,0,0,29.4,-94.9,0.0,0.0,0.1,10,0.16999999999999774
29.0,-96.0,-4.224243,1.3006439,289.4751,290.66284,100650.375,1992-11-21,3363,1992,11,21,TX,1,0,0,29.38,-96.18,0.0,0.0,0.5,100,0.1768000000000017
29.0,-96.0,-4.224243,1.3006439,289.4751,290.66284,100650.375,1992-11-21,3364,1992,11,21,TX,1,0,0,29.3,-96.28,0.0,0.0,1.0,100,0.16840000000000105
29.0,-96.0,-4.224243,1.3006439,289.4751,290.66284,100650.375,1992-11-21,3365,1992,11,21,TX,1,0,0,29.3,-96.13,0.0,0.0,1.0,100,0.10689999999999925
30.0,-96.0,-4.086548,1.1990814,286.32275,286.77417,100741.125,1992-11-21,3366,1992,11,21,TX,1,0,0,29.62,-95.75,0.0,0.0,1.0,200,0.20689999999999925
29.0,-96.0,-4.224243,1.3006439,289.4751,290.66284,100650.375,1992-11-21,3367,1992,11,21,TX,1,0,0,29.47,-95.62,0.0,0.0,1.0,200,0.36529999999999546
30.0,-95.0,-3.204712,0.4002533,287.36768,287.87183,100826.125,1992-11-21,3368,1992,11,21,TX,1,0,0,29.57,-95.28,29.62,-95.28,2.5,200,0.2633000000000004
30.0,-95.0,-3.204712,0.4002533,287.36768,287.87183,100826.125,1992-11-21,3369,1992,11,21,TX,1,0,0,29.93,-95.02,29.98,-94.97,4.0,200,0.00529999999999988
30.0,-94.0,-3.4312744,-0.13783264,289.12744,289.57104,100882.625,1992-11-21,3370,1992,11,21,TX,1,0,0,30.43,-93.97,0.0,0.0,0.5,40,0.18579999999999983
30.0,-96.0,-4.086548,1.1990814,286.32275,286.77417,100741.125,1992-11-21,3371,1992,11,21,TX,2,11,0,29.68,-95.8,29.97,-95.6,25.0,200,0.14240000000000133
30.0,-95.0,-3.204712,0.4002533,287.36768,287.87183,100826.125,1992-11-21,3372,1992,11,21,TX,2,6,0,29.7,-95.38,29.78,-95.25,12.0,200,0.23439999999999694
31.0,-95.0,-3.4117432,1.1961517,287.3911,287.90503,100851.375,1992-11-21,3373,1992,11,21,TX,2,0,0,30.58,-94.8,0.0,0.0,2.0,200,0.2164000000000026
30.0,-95.0,-3.204712,0.4002533,287.36768,287.87183,100826.125,1992-11-21,3374,1992,11,21,TX,3,1,0,30.02,-95.08,30.45,-94.78,32.0,300,0.00679999999999971
30.0,-95.0,-3.204712,0.4002533,287.36768,287.87183,100826.125,1992-11-21,3375,1992,11,21,TX,4,16,0,29.73,-95.28,30.08,-94.9,30.0,1800,0.1513000000000004
33.0,-97.0,-1.757843,5.159836,278.2378,281.80078,100941.44,1992-11-23,3376,1992,11,23,TX,0,0,0,33.43,-96.62,0.0,0.0,0.2,10,0.32929999999999626
32.0,-95.0,2.5513458,2.999878,289.21695,289.89105,101250.94,1993-01-04,3377,1993,1,4,TX,0,0,0,32.48,-95.35,0.0,0.0,0.1,100,0.352899999999993
30.0,-96.0,0.89785767,2.9316406,290.32666,291.98877,101052.44,1993-02-25,3378,1993,2,25,TX,0,0,0,29.5,-95.73,0.0,0.0,1.0,100,0.32289999999999786
30.0,-95.0,-0.7642517,3.9794922,290.21143,292.354,101087.94,1993-02-25,3379,1993,2,25,TX,0,0,0,29.57,-95.28,0.0,0.0,1.0,100,0.2633000000000004
30.0,-95.0,-0.7642517,3.9794922,290.21143,292.354,101087.94,1993-02-25,3380,1993,2,25,TX,0,0,0,29.55,-95.1,0.0,0.0,1.0,100,0.21249999999999822
33.0,-97.0,3.2113342,2.1064453,285.30322,287.43213,100839.94,1993-02-25,3381,1993,2,25,TX,1,0,0,32.52,-96.8,0.0,0.0,0.5,333,0.27039999999999814
29.0,-96.0,-3.9994354,4.586899,284.69897,287.26416,101967.69,1993-03-15,3382,1993,3,15,TX,1,0,0,28.72,-96.18,0.0,0.0,0.5,200,0.11080000000000309
34.0,-102.0,1.6823425,2.0613556,271.22852,284.7893,100802.06,1993-03-29,3383,1993,3,29,TX,0,0,0,33.58,-101.85,0.0,0.0,0.3,50,0.19890000000000316
34.0,-100.0,3.2360535,3.089676,278.67188,290.2444,100769.06,1993-03-29,3384,1993,3,29,TX,0,0,0,33.75,-99.77,0.0,0.0,0.1,20,0.11540000000000183
34.0,-99.0,0.5055847,4.1013947,288.42383,291.7483,100830.81,1993-03-29,3385,1993,3,29,TX,0,0,0,34.13,-99.13,0.0,0.0,0.1,40,0.03379999999999948
34.0,-102.0,1.6823425,2.0613556,271.22852,284.7893,100802.06,1993-03-29,3386,1993,3,29,TX,1,0,0,33.58,-101.85,0.0,0.0,0.4,40,0.19890000000000316
34.0,-100.0,-3.3412323,4.4193115,280.86182,287.4463,100744.0,1993-04-03,3387,1993,4,3,TX,0,0,0,34.27,-99.52,0.0,0.0,1.5,50,0.3033000000000055
30.0,-96.0,-3.8342438,2.8063354,289.28076,291.2151,100792.125,1993-04-07,3388,1993,4,7,TX,1,0,0,29.55,-95.8,0.0,0.0,0.2,100,0.2425000000000005
30.0,-96.0,-3.8342438,2.8063354,289.28076,291.2151,100792.125,1993-04-07,3389,1993,4,7,TX,1,0,0,29.62,-95.53,0.0,0.0,0.2,100,0.3652999999999982
30.0,-95.0,-3.0871735,2.0768433,289.45264,291.63892,100934.125,1993-04-07,3390,1993,4,7,TX,1,0,0,29.73,-95.37,0.0,0.0,0.2,100,0.20980000000000312
29.0,-96.0,-3.320572,3.6325073,290.95068,293.6604,100724.875,1993-04-07,3391,1993,4,7,TX,2,0,0,29.42,-96.28,0.0,0.0,0.5,400,0.2548000000000021
