metric,value
mag_slope,-0.015471102462152164
mag_r2,0.6334992579518238
mag_p,6.54881628129714e-17
len_slope,-0.027263218568088412
len_r2,0.15255750204394838
len_p,0.0006937439617466411
wid_slope,0.449617568775554
wid_r2,0.031681704102203306
wid_p,0.1346886902285913
