storm_length,avg_lat,avg_lon
1,29.92,-95.62
3,32.92666666666666,-95.91000000000001
1,32.97,-95.57
1,36.47,-102.12
2,32.875,-100.685
1,33.67,-101.08
2,29.95,-93.99000000000001
1,30.02,-95.27
1,33.97,-103.0
1,30.77,-98.77
1,29.35,-95.03
2,29.565,-97.71000000000001
1,27.88,-97.32
2,33.675,-101.52000000000001
1,27.67,-97.8
1,27.85,-97.58
1,33.18,-101.55
1,30.48,-94.4
2,29.810000000000002,-95.91
2,29.595,-96.365
1,31.17,-93.58
1,29.38,-95.13
3,31.37,-94.74000000000001
1,29.23,-96.42
2,31.7,-95.74000000000001
5,30.962,-99.248
1,34.45,-101.3
7,34.191428571428574,-101.30857142857143
2,33.33,-95.975
4,32.9375,-101.64750000000001
1,32.0,-94.37
2,33.17,-97.0
2,32.125,-98.315
6,32.71,-94.67166666666667
1,34.53,-101.75
15,33.285999999999994,-99.34866666666669
4,32.93,-95.9
3,30.099999999999998,-95.54
1,29.73,-95.37
3,30.55,-99.96333333333332
2,30.96,-98.4
1,32.47,-100.1
17,32.834705882352935,-96.0235294117647
1,35.88,-100.38
2,31.915,-96.99
4,33.557500000000005,-100.11250000000001
3,32.806666666666665,-97.84999999999998
3,29.843333333333334,-94.93
1,35.47,-101.05
3,33.78,-98.65666666666668
1,32.1,-98.98
1,30.35,-94.8
1,29.48,-103.53
3,34.18333333333333,-101.84333333333332
4,32.8275,-98.05250000000001
3,33.68666666666666,-100.77333333333335
1,33.08,-99.73
2,32.805,-98.725
1,34.37,-101.57
1,35.37,-101.82
4,33.53,-100.70250000000001
1,33.63,-96.58
1,29.7,-95.12
1,32.08,-102.52
1,35.88,-100.37
2,36.2,-101.17
1,32.73,-99.87
1,29.4,-94.95
1,31.93,-102.12
1,32.18,-101.8
5,33.72,-100.33599999999998
1,36.42,-102.07
1,34.22,-102.73
3,29.55,-95.44
1,31.43,-97.75
2,30.175,-94.195
12,32.37583333333334,-97.92916666666667
1,33.57,-102.05
2,31.5,-94.69
1,34.4,-102.85
1,30.52,-97.53
1,31.6,-95.07
5,33.676,-101.452
1,32.28,-95.47
9,33.400000000000006,-98.38333333333334
2,31.759999999999998,-96.315
5,32.102,-94.34199999999998
5,33.756,-98.962
5,33.394,-98.916
5,32.516,-100.25800000000001
4,33.010000000000005,-98.45
2,32.705,-98.875
1,28.42,-97.8
1,30.95,-96.78
7,29.24428571428572,-97.99142857142859
1,30.1,-95.62
2,31.564999999999998,-101.775
3,33.24,-99.24333333333334
5,34.745999999999995,-102.106
10,34.69599999999999,-101.53400000000002
3,34.48,-99.76333333333332
1,36.07,-101.33
4,32.95,-102.135
1,33.68,-102.58
1,32.83,-102.07
10,31.435999999999996,-97.26199999999999
2,29.015,-96.63499999999999
1,29.75,-94.95
1,30.13,-94.03
1,34.4,-103.02
1,34.55,-102.3
8,27.66375,-97.735
19,29.070526315789476,-97.9963157894737
2,28.47,-98.525
1,31.88,-94.9
1,31.3,-95.43
1,32.92,-99.43
1,29.4,-94.9
1,29.78,-96.2
1,30.08,-94.1
4,29.6075,-94.8525
1,29.57,-95.13
1,29.83,-94.78
3,32.72,-102.84999999999998
2,32.425,-95.60499999999999
2,33.525000000000006,-96.19
1,29.88,-95.57
1,33.47,-100.85
4,30.755,-96.385
3,32.82,-94.66666666666667
4,34.1075,-101.55499999999999
1,33.75,-99.22
1,33.75,-96.53
1,33.47,-94.05
4,31.42,-100.3475
1,32.83,-98.47
2,32.115,-101.065
2,29.905,-94.78
3,29.813333333333333,-95.78666666666668
1,29.57,-95.57
1,36.27,-101.38
10,33.363,-101.542
4,33.585,-98.34
15,31.416000000000004,-96.16266666666667
6,32.87,-95.58
6,31.14,-99.54666666666668
4,30.602500000000003,-97.5525
1,33.27,-97.33
3,31.53,-94.89999999999999
9,33.24444444444444,-100.64444444444445
4,34.25,-101.05499999999999
1,33.55,-102.4
2,30.964999999999996,-97.605
1,28.82,-96.13
4,34.5675,-100.35
4,35.347500000000004,-101.2175
6,32.196666666666665,-99.33999999999999
4,29.4875,-94.745
1,31.15,-94.0
2,32.290000000000006,-95.21
1,35.35,-101.28
1,30.28,-97.73
2,31.715,-98.225
1,27.5,-97.67
3,33.9,-101.99333333333334
1,32.1,-96.47
1,34.92,-102.2
1,29.73,-94.95
1,36.23,-102.23
1,28.2,-97.25
1,27.88,-97.58
1,32.3,-101.43
1,31.85,-102.37
4,27.067500000000003,-97.8075
6,28.713333333333335,-98.06500000000001
4,29.322499999999998,-95.48
1,29.87,-94.87
2,32.5,-102.225
1,34.73,-102.5
1,33.82,-100.52
2,29.35,-96.82499999999999
1,29.57,-95.12
14,32.485,-96.78
1,30.22,-95.78
1,31.65,-102.37
2,33.004999999999995,-96.85
1,28.82,-97.03
1,28.83,-97.43
2,32.519999999999996,-97.535
1,30.97,-97.73
5,32.192,-99.194
1,36.02,-101.73
8,33.52125,-95.5325
1,31.83,-99.67
1,32.95,-95.45
4,31.5725,-98.365
4,31.775,-94.55000000000001
2,30.42,-98.16499999999999
6,33.471666666666664,-95.04166666666667
1,32.82,-97.15
1,34.37,-101.05
4,31.3975,-101.33250000000001
4,29.4675,-95.77000000000001
6,35.30666666666667,-101.98166666666667
13,33.45538461538461,-99.87461538461538
35,32.256571428571434,-99.53714285714285
12,29.923333333333332,-95.39083333333332
6,34.095,-100.72833333333334
3,34.06333333333333,-101.16666666666667
4,34.2925,-101.27499999999999
10,35.61800000000001,-100.796
2,32.785,-102.0
6,33.485,-98.83333333333333
2,33.769999999999996,-102.01
1,32.52,-100.57
10,33.094,-100.553
4,33.8,-100.22999999999999
2,33.195,-98.1
1,35.67,-101.38
2,34.115,-101.565
1,32.08,-101.47
5,34.048,-102.32600000000001
3,32.26666666666667,-100.82333333333334
1,31.97,-104.53
3,36.013333333333335,-100.89999999999999
3,32.32666666666667,-97.86000000000001
4,32.332499999999996,-101.1325
2,31.155,-100.64
1,32.35,-98.02
1,30.12,-97.93
3,34.18666666666667,-101.44666666666667
1,35.23,-100.6
2,31.365000000000002,-97.7
1,31.07,-95.13
1,31.85,-102.52
1,29.97,-94.02
1,29.78,-94.38
1,33.1,-96.68
1,30.0,-95.25
1,30.65,-94.93
1,32.72,-102.65
3,33.56,-96.42333333333333
1,33.15,-94.13
5,29.689999999999998,-95.572
7,30.054285714285715,-95.33428571428571
8,33.2475,-98.27875
6,31.015,-96.97333333333334
1,26.05,-98.32
1,29.05,-95.58
1,27.98,-97.38
4,29.485,-95.55
2,32.36,-99.3
1,29.82,-95.05
1,33.6,-96.92
1,28.95,-97.23
2,32.83,-99.94999999999999
1,34.12,-100.18
4,34.7325,-100.57
3,33.18,-99.15333333333332
2,30.975,-96.5
2,30.910000000000004,-101.325
25,30.6052,-96.1824
11,29.947272727272733,-95.72727272727273
2,33.125,-98.9
3,29.8,-99.07
1,36.02,-100.25
2,31.5,-102.16
1,32.47,-96.98
2,32.135,-101.11
6,32.565,-98.22000000000001
2,32.035,-99.725
6,32.415,-99.93833333333333
3,28.383333333333336,-98.47000000000001
1,34.52,-102.9
6,33.88666666666667,-102.38833333333334
2,35.7,-101.53999999999999
1,36.27,-101.65
2,35.615,-100.88
1,36.48,-100.8
1,31.6,-101.9
2,34.415,-99.675
1,34.15,-96.32
1,32.25,-100.5
1,32.15,-101.58
1,27.88,-98.93
2,29.41,-95.38499999999999
6,29.548333333333332,-95.10166666666667
16,29.81125,-95.480625
1,30.9,-94.15
1,26.53,-98.48
1,30.52,-97.42
1,30.12,-94.02
1,27.45,-97.28
2,25.965,-97.5
1,30.4,-96.23
1,32.35,-96.68
1,30.13,-93.77
2,29.33,-95.02
12,30.6225,-95.22000000000001
2,29.735,-94.43
3,31.886666666666667,-96.01666666666667
6,29.441666666666663,-97.32499999999999
4,32.472500000000004,-97.05499999999999
1,28.8,-96.98
2,33.025000000000006,-97.385
2,32.85,-96.525
4,32.1675,-96.39250000000001
9,32.111111111111114,-99.74333333333333
1,30.92,-94.0
5,32.068,-94.434
2,33.95,-96.56
1,32.02,-94.27
1,34.05,-100.92
10,32.91199999999999,-94.96099999999998
1,29.42,-98.55
2,32.84,-102.26
2,30.865000000000002,-97.3
2,30.645000000000003,-94.59
1,30.88,-102.87
2,31.36,-100.38499999999999
2,31.86,-99.465
2,30.7,-98.13499999999999
4,35.28,-101.31
3,33.43333333333333,-102.53333333333332
1,33.47,-101.7
4,34.915,-100.34500000000001
1,32.9,-97.85
1,32.3,-100.85
2,33.59,-100.66
1,31.62,-94.67
1,29.32,-94.77
1,31.68,-99.43
3,33.28,-94.97333333333334
1,31.75,-93.88
1,29.62,-95.25
1,32.72,-96.63
3,29.376666666666665,-95.31
1,34.13,-101.32
4,32.38,-99.2725
3,33.67000000000001,-102.61666666666667
1,33.88,-99.1
6,32.87833333333333,-99.41666666666667
5,31.881999999999998,-96.14199999999998
1,32.6,-94.4
1,35.37,-100.97
3,32.300000000000004,-97.87333333333333
20,32.292500000000004,-99.745
1,32.42,-97.72
1,32.8,-97.83
1,32.28,-98.68
9,32.29333333333333,-97.7
1,33.27,-101.72
1,29.42,-94.78
1,32.08,-100.48
10,33.563,-100.596
1,32.93,-102.8
1,32.0,-101.97
2,33.835,-101.98
1,31.85,-102.37
1,31.78,-103.15
1,31.87,-104.38
1,32.72,-102.85
1,31.07,-103.02
2,33.04,-101.235
1,33.8,-102.77
1,31.85,-102.77
1,36.27,-100.8
1,31.25,-102.37
1,31.87,-97.07
1,33.13,-96.5
1,29.53,-95.98
2,30.53,-97.725
1,32.65,-97.93
11,31.99636363636364,-95.95545454545454
3,32.67333333333334,-98.53000000000002
1,31.25,-93.98
5,33.339999999999996,-95.01200000000001
2,33.59,-102.46000000000001
1,32.18,-98.2
12,32.27833333333333,-97.83
1,32.72,-100.43
1,34.1,-101.7
1,31.95,-99.57
8,35.05,-100.39375
1,32.08,-98.83
7,32.49857142857143,-100.46714285714286
6,34.50333333333334,-100.32833333333333
14,34.27571428571429,-100.26357142857145
6,30.583333333333332,-97.66833333333334
3,32.51666666666667,-101.18666666666667
1,33.38,-101.92
1,31.4,-100.5
3,33.24666666666666,-101.82666666666667
10,33.81099999999999,-99.73300000000002
2,34.835,-100.975
1,31.35,-94.6
3,32.593333333333334,-99.64333333333333
4,32.3425,-101.7625
1,35.97,-102.12
2,31.585,-100.015
1,35.05,-101.43
1,34.57,-102.32
1,31.1,-97.35
1,31.5,-94.35
1,32.0,-102.02
1,31.8,-99.08
1,33.68,-98.47
2,33.555,-102.35
1,32.07,-100.07
3,33.60666666666666,-101.21333333333332
2,31.759999999999998,-102.215
1,31.37,-102.35
1,26.2,-97.72
1,31.35,-94.55
1,30.62,-95.03
1,27.68,-97.92
1,31.6,-94.9
1,29.92,-94.25
2,32.635000000000005,-96.16499999999999
4,32.445,-95.3725
1,36.2,-100.32
2,29.765,-97.55
3,30.99,-100.37333333333333
1,35.53,-100.97
4,32.245000000000005,-103.1425
3,34.693333333333335,-101.05333333333333
16,34.82625,-101.625625
4,32.3725,-102.3425
4,31.75,-100.0825
7,32.69571428571429,-99.53285714285713
7,33.77142857142857,-102.16428571428571
2,34.2,-102.175
1,29.7,-103.67
7,34.151428571428575,-100.02142857142857
4,31.3575,-97.0125
1,34.18,-102.1
2,33.945,-100.61
1,32.88,-99.72
1,26.23,-98.27
1,31.13,-102.25
3,33.6,-95.92333333333333
1,36.4,-100.82
3,35.49,-101.31
1,34.77,-102.73
3,34.78666666666667,-102.27666666666666
3,36.10333333333333,-101.14666666666666
1,31.23,-95.95
1,34.17,-101.7
1,31.72,-98.95
1,33.08,-101.67
4,33.1875,-102.03
3,33.81666666666666,-99.86
1,34.05,-101.38
13,31.921538461538464,-95.44769230769231
1,29.35,-95.07
2,33.51,-97.15
4,31.545,-95.745
4,32.34,-95.0025
1,33.55,-95.97
3,32.31333333333333,-102.73333333333333
1,31.55,-99.48
2,31.05,-97.78999999999999
1,32.38,-102.48
1,32.32,-101.4
1,34.28,-101.9
4,34.7175,-102.78
2,32.595,-99.965
2,31.9,-98.63499999999999
1,31.72,-106.37
1,31.4,-102.73
1,30.95,-102.87
2,32.075,-99.0
3,34.300000000000004,-102.58333333333333
1,33.45,-101.98
1,33.62,-96.23
1,35.3,-101.38
1,35.2,-101.82
14,26.76142857142857,-97.83714285714287
26,30.26307692307692,-99.48192307692308
1,32.33,-98.2
4,32.2,-97.61499999999998
2,32.945,-95.85
4,32.3425,-94.7725
3,32.87,-95.05
1,32.15,-94.35
1,31.2,-97.3
2,28.91,-95.39
1,34.07,-101.37
4,32.5275,-98.095
1,32.72,-95.8
2,35.525000000000006,-101.94999999999999
2,31.975,-98.27000000000001
8,33.86625,-100.0625
1,30.02,-100.25
3,31.276666666666667,-102.74333333333334
6,33.790000000000006,-100.69333333333334
3,32.843333333333334,-99.77666666666666
5,31.516000000000002,-100.288
9,33.50000000000001,-101.30777777777777
16,33.050625,-100.75
15,31.978666666666662,-97.12399999999998
1,32.23,-99.5
1,34.02,-102.03
6,32.45166666666667,-101.47333333333334
4,32.69499999999999,-101.29249999999999
7,32.72714285714286,-102.25000000000001
4,32.37,-101.87
9,33.91111111111112,-101.63555555555556
15,32.355333333333334,-96.14266666666666
8,33.74,-101.3675
6,34.335,-101.24333333333334
3,34.86666666666667,-101.02999999999999
1,29.52,-94.48
1,29.42,-94.67
3,33.03333333333333,-102.36666666666667
2,35.5,-102.7
3,31.95,-102.17666666666666
5,29.514,-94.898
1,30.62,-94.83
1,25.92,-97.42
3,31.763333333333332,-95.22666666666667
1,31.55,-97.15
1,31.7,-94.83
1,30.47,-104.2
1,33.0,-98.97
3,31.97,-96.85333333333334
1,31.9,-99.87
14,32.622142857142855,-98.54857142857142
1,33.95,-98.7
1,31.95,-97.92
5,32.42400000000001,-100.29599999999999
3,33.583333333333336,-101.33666666666666
7,35.494285714285716,-100.3257142857143
10,32.714999999999996,-97.929
14,31.68642857142857,-95.7242857142857
1,31.97,-97.57
2,32.635,-95.09
3,31.603333333333335,-94.31333333333333
9,32.98222222222223,-99.95777777777778
8,33.28875,-94.54374999999999
2,31.035,-97.405
1,31.52,-97.2
1,28.45,-96.45
2,33.61,-98.235
5,33.581999999999994,-100.882
14,32.49142857142857,-94.52071428571426
14,35.74571428571428,-100.90357142857142
6,31.17833333333333,-102.21
12,35.36916666666666,-101.10083333333334
1,35.85,-100.72
1,32.73,-102.08
4,34.037499999999994,-100.815
1,31.75,-99.95
1,33.33,-102.83
1,32.88,-102.85
1,29.4,-98.83
1,31.9,-102.62
1,34.17,-101.43
11,29.566363636363636,-96.28545454545453
9,29.59222222222222,-95.83555555555556
1,32.37,-94.08
4,30.955,-95.05250000000001
1,32.35,-99.63
1,27.87,-97.33
1,29.73,-95.37
7,32.28,-97.55428571428571
4,32.195,-96.17249999999999
2,30.200000000000003,-97.125
1,32.07,-96.82
4,33.582499999999996,-100.56
8,32.699999999999996,-95.11125
2,33.385000000000005,-94.82499999999999
